,id,actor_name,character,film_name,year
387,387,Hasannudin None,Hasan,Cahaya,2012
388,388,Inggrid Amelia,Cahaya's Friend #1,Cahaya,2012
389,389,Inneke Sepiaherawati,Cahaya,Cahaya,2012
390,390,Noaldi?Pristian,Glue Boy #1,Cahaya,2012
391,391,Wisnu?Irawan,Glue Boy #2,Cahaya,2012
392,392,Kokom?Komalasari,Cahaya's Friend #2,Cahaya,2012
393,393,Sumini Sriwinarti?Rahmawati,Hasan's Mother,Cahaya,2012
394,394,Dana Block,,Once Every Day,2012
395,395,Abby Marianetti,,Once Every Day,2012
396,396,James Franco,Jerry,Child of God,2013
397,397,Tim Blake Nelson,Sheriff Fate,Child of God,2013
398,398,Jim Parrack,Deputy Cotton,Child of God,2013
399,399,Fallon Goodson,Girly,Child of God,2013
400,400,Scott Haze,Lester Ballard,Child of God,2013
401,401,Jeremy Ambler,Boy With The Rifle,Child of God,2013
402,402,Vince Jolivette,Ernest,Child of God,2013
403,403,Brian Lally,John Greer,Child of God,2013
404,404,Nina Ljeti,Victim #1,Child of God,2013
405,405,Coby Batty,Hunter,Child of God,2013
406,406,Anna Kooris,Screaming lady,Child of God,2013
407,407,Terrance Huff,The Pitchman,Child of God,2013
408,408,Michael Holstine,Farmer,Child of God,2013
409,409,Elena McGhee,Lady In White,Child of God,2013
410,410,John Holt,Preacher,Child of God,2013
449,449,Ewan McGregor,Chip Lambert,The Corrections,2012
450,450,Maggie Gyllenhaal,Denise Lambert,The Corrections,2012
451,451,Rhys Ifans,,The Corrections,2012
452,452,Chris Cooper,Alfred Lambert,The Corrections,2012
453,453,Greta Gerwig,,The Corrections,2012
454,454,Dianne Wiest,Enid Lambert,The Corrections,2012
455,455,Daisy Tahan,Denise Lambert,The Corrections,2012
456,456,Lucas Hedges,Chip Lambert,The Corrections,2012
457,457,Frank Deal,Science Fair Principal,The Corrections,2012
458,458,Roy Pollack,NYC Airport Traveler,The Corrections,2012
692,692,Jurnee Smollett,Judith,Temptation: Confessions of a Marriage Counselor,2013
693,693,Kim Kardashian,Ava,Temptation: Confessions of a Marriage Counselor,2013
694,694,Lance Gross,Brice,Temptation: Confessions of a Marriage Counselor,2013
695,695,Brandy Norwood,Melinda,Temptation: Confessions of a Marriage Counselor,2013
696,696,Eric West,,Temptation: Confessions of a Marriage Counselor,2013
697,697,Vanessa L. Williams,Janice,Temptation: Confessions of a Marriage Counselor,2013
698,698,Nickolas Wolf,Church Attendant,Temptation: Confessions of a Marriage Counselor,2013
699,699,Andrea Moore,Lisa,Temptation: Confessions of a Marriage Counselor,2013
700,700,Robbie Jones,,Temptation: Confessions of a Marriage Counselor,2013
701,701,Ella Joyce,Sarah,Temptation: Confessions of a Marriage Counselor,2013
702,702,Sharon Oliphant,Receptionist,Temptation: Confessions of a Marriage Counselor,2013
703,703,Candice Coke,,Temptation: Confessions of a Marriage Counselor,2013
704,704,Andrew R. Kaplan,Board Member,Temptation: Confessions of a Marriage Counselor,2013
705,705,Zach Sale,Brad,Temptation: Confessions of a Marriage Counselor,2013
706,706,Cara Mantella,Counselor,Temptation: Confessions of a Marriage Counselor,2013
727,727,Patrick Fabian,James Taggart,Atlas Shrugged: Part II,2012
728,728,Samantha Mathis,Dagny Taggart,Atlas Shrugged: Part II,2012
729,729,Kim Rhodes,Lillian Rearden,Atlas Shrugged: Part II,2012
730,730,Esai Morales,Francisco d'Anconia,Atlas Shrugged: Part II,2012
731,731,Jason Beghe,Henry Rearden,Atlas Shrugged: Part II,2012
732,732,Richard T. Jones,Eddie Willers,Atlas Shrugged: Part II,2012
733,733,D. B. Sweeney,John Galt,Atlas Shrugged: Part II,2012
734,734,Paul McCrane,Wesley Mouch,Atlas Shrugged: Part II,2012
735,735,John Rubinstein,Floyd Ferris,Atlas Shrugged: Part II,2012
736,736,Robert Picardo,Dr. Robert Stadler,Atlas Shrugged: Part II,2012
737,737,Ray Wise,Mr. Thompson,Atlas Shrugged: Part II,2012
738,738,Diedrich Bader,Quentin Daniels,Atlas Shrugged: Part II,2012
739,739,Bug Hall,Leonard Small,Atlas Shrugged: Part II,2012
740,740,Arye Gross,Ken Danagger,Atlas Shrugged: Part II,2012
741,741,Rex Linn,Kip Chalmers,Atlas Shrugged: Part II,2012
742,742,Larisa Oleynik,Cherryl Brooks,Atlas Shrugged: Part II,2012
743,743,Jeff Yagher,Jeff Allen,Atlas Shrugged: Part II,2012
744,744,Michael Gross,Ted 'Buzz' Killman,Atlas Shrugged: Part II,2012
745,745,Stephen Macht,Clem Weatherby,Atlas Shrugged: Part II,2012
746,746,Thomas F. Wilson,Robert Collins,Atlas Shrugged: Part II,2012
747,747,Johanna Grika,Judge Giesie,Atlas Shrugged: Part II,2012
748,748,Jennifer Cortese,Gwen Ives,Atlas Shrugged: Part II,2012
749,749,Rebecca Dunn,Lillian's friend,Atlas Shrugged: Part II,2012
750,750,Mel Fair,Luke Stone,Atlas Shrugged: Part II,2012
751,751,Kip Gilman,Judge Beckstrom,Atlas Shrugged: Part II,2012
752,752,Martin Grey,Reception Guest #1,Atlas Shrugged: Part II,2012
753,753,Amy Hedrick,Laura Bradford,Atlas Shrugged: Part II,2012
754,754,Kevin M. Horton,Dave Mitchum,Atlas Shrugged: Part II,2012
755,755,Gildart Jackson,Gilbert Keith Worthing,Atlas Shrugged: Part II,2012
756,756,James Jordan,Operator,Atlas Shrugged: Part II,2012
757,757,Jamie Rose,Sara Connelly,Atlas Shrugged: Part II,2012
758,758,Dana Sparks,Reception Guest #2,Atlas Shrugged: Part II,2012
759,759,Patricia Tallman,Holly,Atlas Shrugged: Part II,2012
760,760,Teller,Laughlin,Atlas Shrugged: Part II,2012
761,761,Alexa Hamilton,Giselle,Atlas Shrugged: Part II,2012
762,762,Jonathan Hoenig,Wedding Photographer,Atlas Shrugged: Part II,2012
763,763,Steve Janousek,Court Observer #1,Atlas Shrugged: Part II,2012
764,764,Steve Janousek,Protester #1,Atlas Shrugged: Part II,2012
765,765,Damian Forest Light,Court Observer #2,Atlas Shrugged: Part II,2012
766,766,Damian Forest Light,Protester #2,Atlas Shrugged: Part II,2012
767,767,J.P. Manoux,Conductor,Atlas Shrugged: Part II,2012
768,768,Kelly Perine,Airport Manager,Atlas Shrugged: Part II,2012
769,769,Ron Rogg?,Chauffeur,Atlas Shrugged: Part II,2012
770,770,Angelo Romanelli,Bike Messenger,Atlas Shrugged: Part II,2012
771,771,Darren Server,Richard Halley,Atlas Shrugged: Part II,2012
772,772,Michael James Spall,Orren Boyle,Atlas Shrugged: Part II,2012
773,773,Bruce Van Patten,Board Member,Atlas Shrugged: Part II,2012
774,774,Bob Beckel,,Atlas Shrugged: Part II,2012
775,775,Cassandra M. Bellantoni,Upscale Wedding Guest,Atlas Shrugged: Part II,2012
776,776,Sean Hannity,,Atlas Shrugged: Part II,2012
777,777,Tamara Holder,,Atlas Shrugged: Part II,2012
778,778,Steve Kaufmann,Person in train station,Atlas Shrugged: Part II,2012
779,779,Mike Jerome Putnam,Lead Councel,Atlas Shrugged: Part II,2012
780,780,Juan Williams,,Atlas Shrugged: Part II,2012
827,827,Katherine Waterston,Solange,Love Story,2012
828,828,Walter Gr?msson,Baldur,Love Story,2012
829,829,Elva Osk Olafsd?ttir,M?ja,Love Story,2012
830,830,Kristj?n Franklin Magn?ss,Karl,Love Story,2012
831,831,Brian Allard,John,Romance,2012
832,832,Amber Arrigotti,Brit,Romance,2012
833,833,Robynn Hayek,Mother,Romance,2012
834,834,Rollyn Stafford,Friend #1,Romance,2012
835,835,Colton Hartill,Cassanova,Romance,2012
836,836,Michael Cahill,Mother's Boyfriend,Romance,2012
837,837,Lynsee Chapman,Girlfriend #1.2,Romance,2012
838,838,Monica Drake,Girlfriend #1.3,Romance,2012
839,839,Douglas Elia,Romeo #2,Romance,2012
840,840,Adam Farnsworth,Friend #2,Romance,2012
841,841,Christina Lark,Girlfriend #1,Romance,2012
842,842,Trina Lebrasseuer,Sunday School Teacher,Romance,2012
843,843,Christina Miller,Nurse,Romance,2012
844,844,Nicholas Padian,Baby,Romance,2012
845,845,Edward Stiner,Bus Driver,Romance,2012
846,846,Ryan Pratton,Philip Cole,Table For One,2012
847,847,Lena Hart,Hostess,Table For One,2012
848,848,Monica Barbaro,Stella,Table For One,2012
849,849,Liz Anderson,Eyeglasses,Table For One,2012
850,850,Mitch Costanza,Bartender,Table For One,2012
851,851,Gabriel Koura,Business man,Table For One,2012
852,852,Lawrence Radecker,The Boss,Table For One,2012
853,853,Craig C. Lewis,The Man,Table For One,2012
854,854,Johanna Young,Girl on Bus,Table For One,2012
855,855,Skye Burd,Ponytail,Table For One,2012
1783,1783,Diego Luna,Raul,Casa de Mi Padre,2012
1784,1784,Gael Garc?a Bernal,Onza,Casa de Mi Padre,2012
1785,1785,Will Ferrell,Armando Alvarez,Casa de Mi Padre,2012
1786,1786,G?nesis Rodr?guez,Sonia,Casa de Mi Padre,2012
1787,1787,Louis Carazo,Miguel Ernesto Alvarez,Casa de Mi Padre,2012
1788,1788,Nick Offerman,DEA Agent Parker,Casa de Mi Padre,2012
1789,1789,Alejandro Patino,Hector,Casa de Mi Padre,2012
1790,1790,Manuel Urrego,Vicente Blancardo,Casa de Mi Padre,2012
1791,1791,Victor A. Chapa,Thug,Casa de Mi Padre,2012
1792,1792,Elijah Velarde,Armando Alvarez,Casa de Mi Padre,2012
1793,1793,Efren Ramirez,Esteban,Casa de Mi Padre,2012
1794,1794,Adrian Martinez,Manuel,Casa de Mi Padre,2012
1795,1795,"Pedro Armend?riz, Jr.",Miguel Ernesto Alvarez,Casa de Mi Padre,2012
1796,1796,Mariann Gavelo,Esmeralda,Casa de Mi Padre,2012
1814,1814,Sylvester Stallone,Jimmy Bobo,Bullet to the Head,2012
1815,1815,Sarah Shahi,Lisa Bobo,Bullet to the Head,2012
1816,1816,Sung Kang,Taylor Kwon,Bullet to the Head,2012
1817,1817,Jason Momoa,Keegan,Bullet to the Head,2012
1818,1818,Christian Slater,Marcus Baptiste,Bullet to the Head,2012
1819,1819,Adewale Akinnuoye-Agbaje,Morel,Bullet to the Head,2012
1820,1820,Jon Seda,Louis Blanchard,Bullet to the Head,2012
1821,1821,Holt McCallany,Hank Greely,Bullet to the Head,2012
1822,1822,Marcus Lyle Brown,Detective Brown,Bullet to the Head,2012
1823,1823,Dominique DuVernay,Waitress,Bullet to the Head,2012
1824,1824,Weronika Rosati,Lola,Bullet to the Head,2012
1825,1825,Don Tai,Kim,Bullet to the Head,2012
1826,1826,Don Yesso,Bartender,Bullet to the Head,2012
1827,1827,Darren Sumner,Detective,Bullet to the Head,2012
1828,1828,Stephen Livaudais,Deputy Coroner,Bullet to the Head,2012
1829,1829,Darren Sumner,Keegan's Mercenary,Bullet to the Head,2012
1859,1859,Alessandra Torresani,Brianna Baker,Playback,2012
1860,1860,Toby Hemingway,Quinn,Playback,2012
1861,1861,Christian Slater,Frank Lyons,Playback,2012
1862,1862,Jennifer Missoni,Dee Dee Baker,Playback,2012
1863,1863,Johnny Pacar,Julian Miller,Playback,2012
1864,1864,Jonathan Keltz,Nate,Playback,2012
1865,1865,Ambyr Childers,Riley,Playback,2012
1866,1866,Kenny Stevenson,Co-Worker,Playback,2012
1867,1867,Luke Bonczyk,Harlan Diehl,Playback,2012
1868,1868,Dorien Davies,Ms. Milton,Playback,2012
1869,1869,David Roetman,Paramedic #1,Playback,2012
1870,1870,Abe Larkin,Student #1,Playback,2012
1871,1871,Daryl Mitchell,Wylie,Playback,2012
1872,1872,Mark Metcalf,Chris Safford,Playback,2012
1873,1873,Jana Veldheer,Susie Diehl,Playback,2012
1874,1874,Matt Braaten,Detective,Playback,2012
1875,1875,Bernard McConnell,Cop,Playback,2012
1892,1892,Phoebe Magik,Girl,Abandoned,2012
1893,1893,Richard O'Connor,,Sympathy For the Fish,2012
1894,1894,Lucas Cruikshank,Fred Figglehorn,Fred 3: Camp Fred,2012
1895,1895,Jake Weary,Kevin,Fred 3: Camp Fred,2012
1896,1896,Siobhan Fallon Hogan,Fred's Mom,Fred 3: Camp Fred,2012
1897,1897,Carlos Knight,Diesel,Fred 3: Camp Fred,2012
1898,1898,Daniella Monet,Bertha,Fred 3: Camp Fred,2012
1899,1899,Joey Bragg,Magoo,Fred 3: Camp Fred,2012
1900,1900,Leah Lewis,Spoon,Fred 3: Camp Fred,2012
1901,1901,Matthew Scott Miller,Chatter,Fred 3: Camp Fred,2012
1902,1902,Adam Riegler,Lawrence,Fred 3: Camp Fred,2012
1903,1903,Adrian Kali Turner,Dig,Fred 3: Camp Fred,2012
1904,1904,Adam Herschman,Murray,Fred 3: Camp Fred,2012
1905,1905,Steve Hytner,Ivan,Fred 3: Camp Fred,2012
1906,1906,Madison Riley,Oksana,Fred 3: Camp Fred,2012
1907,1907,Charlie Carver,Hugh Thompson,Fred 3: Camp Fred,2012
1908,1908,John Cena,Fred's Dad,Fred 3: Camp Fred,2012
1909,1909,Tracey Walter,Scary Gary,Fred 3: Camp Fred,2012
1910,1910,Tom Arnold,Floyd Spunkmeyer,Fred 3: Camp Fred,2012
1911,1911,Lance W. Lanfear,Cop,Fred 3: Camp Fred,2012
1912,1912,Beverly Polcyn,Miss McGurkin,Fred 3: Camp Fred,2012
1913,1913,Jason McNichols,Randy the Pizza Guy,Fred 3: Camp Fred,2012
1914,1914,Jonathan Judge,Monkey Butler,Fred 3: Camp Fred,2012
1915,1915,Luke Broadlick,Fred's Dancer #1,Fred 3: Camp Fred,2012
1916,1916,Philip Albuquerque,Fred's Dancer #2,Fred 3: Camp Fred,2012
1917,1917,Matthew Peacock,Geometry Kid #1,Fred 3: Camp Fred,2012
1918,1918,Britt Stewart,Geometry Kid #2,Fred 3: Camp Fred,2012
1919,1919,Mason Cutler,Geometry Kid #3,Fred 3: Camp Fred,2012
1920,1920,Kc Monnie,Jock #1,Fred 3: Camp Fred,2012
1921,1921,William T. Loftis,Jock #2,Fred 3: Camp Fred,2012
1922,1922,Amy Murray,Lunch Lady #1,Fred 3: Camp Fred,2012
1923,1923,Shari Tiandra Butler,Lunch Lady #2,Fred 3: Camp Fred,2012
1924,1924,Nancee Testa,Lunch Lady #3,Fred 3: Camp Fred,2012
1925,1925,Britton Bickel,Cheerleader #1,Fred 3: Camp Fred,2012
1926,1926,Chandrae Roettig,Cheerleader #2,Fred 3: Camp Fred,2012
1927,1927,Douglas Tait,Crocobearimoose,Fred 3: Camp Fred,2012
1928,1928,Bryan Forrest,'Muscles' Camp Superior Jock,Fred 3: Camp Fred,2012
1929,1929,Kenton Chen,Sick Kid,Fred 3: Camp Fred,2012
1930,1930,Nathan Clarkson,Camp Superior Climber,Fred 3: Camp Fred,2012
1931,1931,Amanda Davison,Camp Counselor,Fred 3: Camp Fred,2012
1932,1932,Romel De Silva,IWPP Camper #1,Fred 3: Camp Fred,2012
1933,1933,Romel De Silva,Bus Kid,Fred 3: Camp Fred,2012
1934,1934,Chase Edmondson,IWPP Camper #2,Fred 3: Camp Fred,2012
1935,1935,Dante Fernandez,Camp Superior Jock,Fred 3: Camp Fred,2012
1936,1936,Kelsey Farese,Camp Superior Counselor,Fred 3: Camp Fred,2012
1937,1937,Matt Harding,Simon Cowell,Fred 3: Camp Fred,2012
1938,1938,Christine Johnnie,Cafeteria Kid #1,Fred 3: Camp Fred,2012
1939,1939,Austin Jolly,Cafeteria Kid #2,Fred 3: Camp Fred,2012
1940,1940,Tony Levon,Belching Kid,Fred 3: Camp Fred,2012
1941,1941,Melissa Jane Rodriguez,Camper,Fred 3: Camp Fred,2012
2259,2259,Ryan Rutter,,The Face of Facebook,2012
2260,2260,Marta Krason,,The Face of Facebook,2012
2261,2261,Joel Johnson,,The Face of Facebook,2012
2262,2262,Jacob Kuhn,,The Face of Facebook,2012
2266,2266,Forest Taylor,,Invisi Bill,2012
2267,2267,Stefan Peterson,,Invisi Bill,2012
2268,2268,Jason Sterland,,Invisi Bill,2012
2269,2269,Jason T. Edwards,Ollie and his dog,A Martian Picnic,2012
2380,2380,Aaron Eckhart,Ben Logan,Erased,2012
2381,2381,Olga Kurylenko,Anna Brandt,Erased,2012
2382,2382,Liana Liberato,Amy,Erased,2012
2383,2383,Neil Napier,Derek Kohler,Erased,2012
2384,2384,Kate Linder,Principal Gibbins,Erased,2012
2385,2385,Alexander Fehling,Floyd,Erased,2012
2386,2386,Garrick Hagon,James Halgate III,Erased,2012
2387,2387,Eric Godon,Maitland,Erased,2012
2388,2388,Simone-Elise Girard,Halgate's Receptionist,Erased,2012
2389,2389,David Bark-Jones,Marty Braemer,Erased,2012
2390,2390,Debbie Wong,Mei Ling,Erased,2012
2391,2391,Jade Hassoun?,Abdi,Erased,2012
2392,2392,Nick Alachiotis,Walter Smet,Erased,2012
2393,2393,Sasha Lipskaia,Kohler's Personal Assistant,Erased,2012
2394,2394,Carlo Mestroni,Field Officer,Erased,2012
2395,2395,Yassine Fadel,Nabil,Erased,2012
2396,2396,Gerardo Lo Dico,Belgian Gendarme,Erased,2012
2397,2397,Sebastien Soudais,Hooded figure,Erased,2012
2398,2398,Andre Givogue,SSE: Doctor,Erased,2012
2399,2399,Keir Cutler,Euro Ops,Erased,2012
2400,2400,Maxime Morin,The Realtor,Erased,2012
2401,2401,Fabrice Boutique,Karim,Erased,2012
2402,2402,Carl Crevier,Halgate's P.A.,Erased,2012
2403,2403,Kim Selby,Lorraine,Erased,2012
2404,2404,Michael Morgante,Bramer's bodyguard,Erased,2012
2405,2405,Lidia Aviles,Girl at hotel,Erased,2012
2406,2406,Cinsyla Key,Hotel manager,Erased,2012
2407,2407,Lydia Moore,Receptionist,Erased,2012
2408,2408,Neil Napier,Markus Wolf,Erased,2012
2409,2409,Ronnie Commissaris,Karl Van Doorn,Erased,2012
2410,2410,Ron White,Dick Rhodes,Erased,2012
2411,2411,Katelijne Verbeke,Sophie Pieters,Erased,2012
2412,2412,Alexandre von Sivers,Hans Pieters,Erased,2012
2413,2413,John Dobrynine,Pieter's Attorney,Erased,2012
2414,2414,Ben Van Ostade,Judge,Erased,2012
2415,2415,Maxime Paradis,Morgue Attendant,Erased,2012
2416,2416,Brahim Waabach,Mourad,Erased,2012
2417,2417,Kent McQuaid,Autoroute Cop #1,Erased,2012
2418,2418,Sasha Dominique,Doctor Antwerp,Erased,2012
2419,2419,Richard Robitaille,Halgate Lobby Security Guard,Erased,2012
2420,2420,Danny Blanco,Analyst,Erased,2012
2421,2421,Zaire Souchi,Arabic Neighbor,Erased,2012
2422,2422,Cyril Kengne,African Neighbor,Erased,2012
2423,2423,Achille Ridolfi,Karim's Bodyguard,Erased,2012
2424,2424,Brett Watson,Clusters,Erased,2012
2425,2425,Claire Jacques,Bank Teller,Erased,2012
2426,2426,?l?onore Lamothe,Rosie Mukergee,Erased,2012
2427,2427,The Miz,Sgt. Jake Carter,The Marine 3: Homefront,2013
2428,2428,Neal McDonough,Jonah Pope,The Marine 3: Homefront,2013
2429,2429,Jared Keeso,Harkin,The Marine 3: Homefront,2013
2430,2430,Jeffrey Ballard,Darren,The Marine 3: Homefront,2013
2431,2431,Ben Cotton,Jackson,The Marine 3: Homefront,2013
2432,2432,Steve Bacic,Agent Wells,The Marine 3: Homefront,2013
2433,2433,Sean Tyson,Murray,The Marine 3: Homefront,2013
2434,2434,Darcy Laurie,Teddy,The Marine 3: Homefront,2013
2435,2435,Aleks Paunovic,Gabriel,The Marine 3: Homefront,2013
2436,2436,Nicola Anderson,Agent Thompson,The Marine 3: Homefront,2013
2437,2437,Tony Alcantar,Glen,The Marine 3: Homefront,2013
2438,2438,Michael Adamthwaite,Payton,The Marine 3: Homefront,2013
2439,2439,Paul Lazenby,Kirk,The Marine 3: Homefront,2013
2440,2440,Teach Grant,Brooks,The Marine 3: Homefront,2013
2441,2441,Phillip Mitchell,Leo,The Marine 3: Homefront,2013
2442,2442,Reese Alexander,SWAT Leader,The Marine 3: Homefront,2013
2443,2443,Jessica Harmon,Teller,The Marine 3: Homefront,2013
2444,2444,Mason Norman,FBI Agent,The Marine 3: Homefront,2013
2445,2445,Steve Alterman,,The Marine 3: Homefront,2013
2446,2446,William Calvert,,The Marine 3: Homefront,2013
2447,2447,Vicki Davis,,The Marine 3: Homefront,2013
2448,2448,Richard Ortega Miro,,The Marine 3: Homefront,2013
2449,2449,Bob Neill,,The Marine 3: Homefront,2013
2450,2450,J. Lamont Pope,,The Marine 3: Homefront,2013
2451,2451,Jill Smith,Voices,The Marine 3: Homefront,2013
2452,2452,Clay Savage,,The Marine 3: Homefront,2013
2453,2453,Marcelo Tubert,,The Marine 3: Homefront,2013
2454,2454,Ashley Bell,Lilly Carter,The Marine 3: Homefront,2013
2455,2455,Michael Eklund,Eckert,The Marine 3: Homefront,2013
2456,2456,Camille Sullivan,Amanda,The Marine 3: Homefront,2013
2457,2457,Lars Grant,,The Marine 3: Homefront,2013
2458,2458,Malcolm McDowell,Sinclair,Home Alone: The Holiday Heist,2012
2459,2459,Christian Martyn,Finn Baxter,Home Alone: The Holiday Heist,2012
2462,2462,Amy Morton,Lesley,Bluebird,2013
2463,2463,Adam Driver,Walter,Bluebird,2013
2464,2464,John Slattery,Richard,Bluebird,2013
2465,2465,Margo Martindale,Crystal,Bluebird,2013
2466,2466,Louisa Krause,Marla,Bluebird,2013
2467,2467,Emily Meade,Paula,Bluebird,2013
2468,2468,Patrick Murney,Wade,Bluebird,2013
2469,2469,Parisa Fitz-Henley,Charlotte,Bluebird,2013
2497,2497,Sharni Vinson,Katie,No Man's Land,2012
2524,2524,Benjamin McKenzie,Dave,The Blisters: How Four Became Three,2012
2525,2525,Spencer Tweedy,Spencer,The Blisters: How Four Became Three,2012
2526,2526,Henry Mosher,Henry,The Blisters: How Four Became Three,2012
2527,2527,Hayden Holbert,Hayden,The Blisters: How Four Became Three,2012
2543,2543,Thomas Jane,Loki,Heavenly Sword,2012
2544,2544,Alfred Molina,Bohan,Heavenly Sword,2012
2545,2545,Anna Torv,Nariko,Heavenly Sword,2012
2546,2546,Thomas Jane,Grumisch,Samaritan,2012
2547,2547,Skyler Gisondo,Roadcap,Samaritan,2012
2548,2548,Analeigh Tipton,Rose,Samaritan,2012
2549,2549,Katherine LaNasa,Mrs. Confer,Samaritan,2012
2550,2550,Elizabeth Rice,Beth,Samaritan,2012
2551,2551,Alex Solowitz,Ray Ferzonki,Samaritan,2012
2552,2552,Stella Maeve,Missy Blancmange,Samaritan,2012
2553,2553,Kate Lang Johnson,Roz,Samaritan,2012
2554,2554,Sarah Colonna,Mrs. Blancmange,Samaritan,2012
2555,2555,Charlene Tilton,Mrs. Podgorney,Samaritan,2012
2556,2556,Patty McCormack,Grandma Confer,Samaritan,2012
2557,2557,Trevor Morgan,Ogden,Samaritan,2012
2558,2558,Wallace Langham,Dad / Mr. Confer,Samaritan,2012
2559,2559,Noah Dahl,Pillsbury,Samaritan,2012
2560,2560,Adhir Kalyan,Hate Crime John,Samaritan,2012
2561,2561,Griffin Newman,Fenwick,Samaritan,2012
2562,2562,Nancy McCrumb,Judy,Samaritan,2012
2940,2940,Charlie Sheen,Dex Dogtective,Foodfight!,2012
2941,2941,Daniel Franzese,Twinkleton,Foodfight!,2012
2942,2942,Haylie Duff,Sweet Cakes,Foodfight!,2012
2943,2943,Greg Ellis,Hairy Hold,Foodfight!,2012
2944,2944,Christopher Lloyd,Mr. Clipboard,Foodfight!,2012
2945,2945,Wayne Brady,Daredevil Dan,Foodfight!,2012
2946,2946,Chris Kattan,Polar Penguin,Foodfight!,2012
2947,2947,Eva Longoria,Lady X,Foodfight!,2012
2948,2948,Hilary Duff,Sunshine Goodness,Foodfight!,2012
2949,2949,Tony Longo,Moose,Foodfight!,2012
3011,3011,Charlie O'Connell,Professor Babish,2-Headed Shark Attack,2012
3012,3012,Carmen Electra,Anne Babish,2-Headed Shark Attack,2012
3013,3013,Brooke Hogan,Kate,2-Headed Shark Attack,2012
3014,3014,Christina Bach,Dana,2-Headed Shark Attack,2012
3015,3015,Gerald Webb,Han,2-Headed Shark Attack,2012
3016,3016,David Gallegos,Paul,2-Headed Shark Attack,2012
3017,3017,Geoff Ward,Cole,2-Headed Shark Attack,2012
3018,3018,Mercedes Young,Liza,2-Headed Shark Attack,2012
3019,3019,Shannan Stewart,Lyndsey,2-Headed Shark Attack,2012
3020,3020,Tihirah Taliaferro,Michelle,2-Headed Shark Attack,2012
3021,3021,Michael Dicarluccio,Ethan,2-Headed Shark Attack,2012
3022,3022,Lauren Vera,Jamie,2-Headed Shark Attack,2012
3023,3023,Marckenson Charles,Ryan,2-Headed Shark Attack,2012
3024,3024,Ashley Bissing,Kristen,2-Headed Shark Attack,2012
3025,3025,Corinne Nobili,Kirsten,2-Headed Shark Attack,2012
3026,3026,Benjamin James,Alex,2-Headed Shark Attack,2012
3027,3027,Chase Conner,Kirk,2-Headed Shark Attack,2012
3028,3028,Anna Jackson,Haley,2-Headed Shark Attack,2012
3029,3029,Amber English,Alison,2-Headed Shark Attack,2012
3030,3030,Collin Carmouze,Jeff,2-Headed Shark Attack,2012
3031,3031,Casey King,Mike,2-Headed Shark Attack,2012
3032,3032,Morgan Thompson,Laura,2-Headed Shark Attack,2012
3033,3033,Anthony E. Valentin,Dikilla,2-Headed Shark Attack,2012
3034,3034,Alexa Score,Waterboarder #1,2-Headed Shark Attack,2012
3035,3035,Tiffany Score,Waterboarder #2,2-Headed Shark Attack,2012
3036,3036,Joseph Velez,Man #1,2-Headed Shark Attack,2012
3037,3037,Curtis Belz,Man #2,2-Headed Shark Attack,2012
3054,3054,Marguerite Moreau,Caroline,Caroline and Jackie,2012
3055,3055,Charlotte Branham-Kamp,Caroline,Caroline and Jackie,2012
3056,3056,Jason Gray-Stanford,James,Caroline and Jackie,2012
3057,3057,Kathleen Asselin,Waitress,Caroline and Jackie,2012
3058,3058,David Giuntoli,Ryan,Caroline and Jackie,2012
3059,3059,Valerie Azlynn,Michelle,Caroline and Jackie,2012
3060,3060,Jonny Weston,Jack,Caroline and Jackie,2012
3061,3061,David Fuit,Charlie,Caroline and Jackie,2012
3062,3062,Tony Alfieri,Bartender,Caroline and Jackie,2012
3063,3063,Flannery Branham-Kamp,Jackie,Caroline and Jackie,2012
3064,3064,Mary Newman,Hostess,Caroline and Jackie,2012
3065,3065,Bitsie Tulloch,Jackie,Caroline and Jackie,2012
3082,3082,Leven Rambin,,Run,2012
3105,3105,Justin Long,Scott,Lumpy,2012
3106,3106,Shelley Long,Gail,Lumpy,2012
3107,3107,Frances O'Connor,Jaime,Lumpy,2012
3108,3108,James Detmar,Uncle Willis,Lumpy,2012
3109,3109,Jane Hammill,Aunt Helen,Lumpy,2012
3110,3110,Peter Syvertsen,Roger,Lumpy,2012
3111,3111,Sarah Colbert,Anna,Lumpy,2012
3112,3112,Evan Jones,Winston,Lumpy,2012
3113,3113,Addison Timlin,Ramsey,Lumpy,2012
3114,3114,Bruce Bohne,Sheriff,Lumpy,2012
3115,3115,Sasha Andreev,Rick,Lumpy,2012
3116,3116,Jess Weixler,Kristin,Lumpy,2012
3117,3117,Tyler Labine,Lumpy,Lumpy,2012
3165,3165,Chris Hemsworth,Thor,Thor: The Dark World,2013
3166,3166,Natalie Portman,Jane Foster,Thor: The Dark World,2013
3167,3167,Ray Stevenson,Volstagg,Thor: The Dark World,2013
3168,3168,Idris Elba,Heimdall,Thor: The Dark World,2013
3169,3169,Tom Hiddleston,Loki,Thor: The Dark World,2013
3170,3170,Jaimie Alexander,Sif,Thor: The Dark World,2013
3171,3171,Anthony Hopkins,Odin,Thor: The Dark World,2013
3172,3172,Stellan Skarsg?rd,Professor Erik Selvig,Thor: The Dark World,2013
3173,3173,Zachary Levi,Fandral,Thor: The Dark World,2013
3174,3174,Tadanobu Asano,Hogun,Thor: The Dark World,2013
